2025-06-01,2025-06-15,80
2025-06-16,2025-06-30,88
2025-07-01,2025-07-15,88,['Independence Day: 2025-07-04 (Friday)']
2025-07-16,2025-07-31,96
2025-08-01,2025-08-15,88
2025-08-16,2025-08-31,80
2025-09-01,2025-09-15,88,['Labor Day: 2025-09-01 (Monday)']
2025-09-16,2025-09-30,88
2025-10-01,2025-10-15,88,['Columbus Day: 2025-10-13 (Monday)']
2025-10-16,2025-10-31,96
2025-11-01,2025-11-15,80,['Veterans Day: 2025-11-11 (Tuesday)']
2025-11-16,2025-11-30,80,['Thanksgiving: 2025-11-27 (Thursday)']
2025-12-01,2025-12-15,88
2025-12-16,2025-12-31,96,['Christmas Day: 2025-12-25 (Thursday)']
2026-01-01,2026-01-15,88,["New Year's Day: 2026-01-01 (Thursday)"]
2026-01-16,2026-01-31,88,['Martin Luther King Jr. Day: 2026-01-19 (Monday)']
2026-02-01,2026-02-15,80
2026-02-16,2026-02-28,80,["Presidents' Day: 2026-02-16 (Monday)"]
2026-03-01,2026-03-15,80
2026-03-16,2026-03-31,96
2026-04-01,2026-04-15,88
2026-04-16,2026-04-30,88
2026-05-01,2026-05-15,88
2026-05-16,2026-05-31,80,['Memorial Day: 2026-05-25 (Monday)']
